iter	Passed	Remaining
1665	32361	161885
1666	32380	161861
1667	32400	161848
1668	32420	161830
1669	32441	161817
1670	32458	161788
1671	32478	161769
1672	32496	161745
1673	32516	161725
1674	32533	161697
1675	32552	161675
1676	32570	161649
1677	32589	161628
1678	32609	161611
1679	32629	161594
1680	32648	161572
1681	32667	161552
1682	32684	161521
1683	32703	161496
1684	32722	161475
1685	32740	161449
1686	32760	161433
1687	32778	161406
1688	32797	161385
1689	32816	161362
1690	32835	161342
1691	32853	161317
1692	32872	161293
1693	32892	161277
1694	32913	161265
1695	32932	161245
1696	32952	161227
1697	32969	161199
1698	32987	161171
1699	33007	161153
1700	33035	161176
1701	33053	161152
1702	33073	161133
1703	33093	161115
1704	33113	161100
1705	33134	161086
1706	33154	161070
1707	33172	161043
1708	33190	161019
1709	33210	161000
1710	33230	160988
1711	33250	160968
1712	33268	160943
1713	33287	160921
1714	33307	160903
1715	33325	160879
1716	33345	160861
1717	33363	160833
1718	33382	160816
1719	33402	160797
1720	33423	160784
1721	33441	160761
1722	33460	160739
1723	33479	160718
1724	33497	160690
1725	33517	160673
1726	33535	160650
1727	33555	160632
1728	33574	160610
1729	33593	160587
1730	33611	160562
1731	33630	160542
1732	33650	160525
1733	33670	160507
1734	33690	160492
1735	33709	160469
1736	33726	160439
1737	33746	160422
1738	33766	160404
1739	33786	160389
1740	33805	160367
1741	33823	160340
1742	33842	160319
1743	33864	160312
1744	33884	160296
1745	33901	160266
1746	33921	160246
1747	33940	160225
1748	33959	160203
1749	33978	160182
1750	33997	160165
1751	34018	160150
1752	34038	160132
1753	34057	160114
1754	34075	160088
1755	34095	160068
1756	34113	160045
1757	34132	160023
1758	34151	160003
1759	34170	159982
1760	34189	159958
1761	34209	159941
1762	34228	159919
1763	34247	159901
1764	34267	159882
1765	34287	159865
1766	34307	159847
1767	34326	159827
1768	34345	159807
1769	34365	159790
1770	34383	159762
1771	34401	159735
1772	34421	159723
1773	34442	159709
1774	34462	159690
1775	34480	159664
1776	34498	159639
1777	34517	159617
1778	34536	159598
1779	34555	159575
1780	34574	159554
1781	34593	159536
1782	34614	159521
1783	34632	159496
1784	34651	159476
1785	34670	159455
1786	34689	159430
1787	34707	159407
1788	34725	159381
1789	34744	159360
1790	34764	159341
1791	34782	159317
1792	34802	159299
1793	34823	159289
1794	34842	159265
1795	34862	159249
1796	34881	159226
1797	34900	159205
1798	34919	159185
1799	34939	159170
1800	34967	159189
1801	34987	159171
1802	35006	159148
1803	35025	159128
1804	35043	159101
1805	35061	159078
1806	35080	159056
1807	35098	159032
1808	35116	159006
1809	35136	158987
1810	35154	158963
1811	35173	158940
1812	35192	158918
1813	35213	158908
1814	35232	158884
1815	35250	158861
1816	35269	158839
1817	35289	158823
1818	35307	158796
1819	35327	158778
1820	35347	158760
1821	35365	158735
1822	35383	158711
1823	35403	158692
1824	35422	158671
1825	35440	158648
1826	35458	158622
1827	35477	158600
1828	35497	158583
1829	35518	158571
1830	35538	158556
1831	35558	158536
1832	35577	158517
1833	35596	158494
1834	35615	158474
1835	35635	158457
1836	35653	158431
1837	35673	158413
1838	35693	158398
1839	35712	158377
1840	35732	158359
1841	35751	158337
1842	35769	158313
1843	35790	158299
1844	35809	158281
1845	35828	158257
1846	35849	158244
1847	35868	158226
1848	35889	158211
1849	35908	158191
1850	35928	158173
1851	35945	158146
1852	35963	158120
1853	35983	158100
1854	36001	158076
1855	36020	158054
1856	36039	158032
1857	36057	158007
1858	36077	157989
1859	36094	157960
1860	36112	157936
1861	36131	157916
1862	36150	157895
1863	36169	157873
1864	36189	157855
1865	36210	157843
1866	36230	157825
1867	36249	157805
1868	36268	157782
1869	36290	157775
1870	36308	157749
1871	36326	157725
1872	36346	157708
1873	36364	157682
1874	36382	157658
1875	36401	157634
1876	36419	157612
1877	36438	157590
1878	36457	157568
1879	36476	157549
1880	36497	157534
1881	36515	157508
1882	36535	157490
1883	36553	157467
1884	36573	157448
1885	36591	157426
1886	36612	157414
1887	36632	157395
1888	36650	157370
1889	36669	157350
1890	36689	157331
1891	36708	157311
1892	36733	157317
1893	36753	157300
1894	36773	157281
1895	36792	157262
1896	36813	157248
1897	36834	157234
1898	36853	157212
1899	36873	157197
1900	36903	157224
1901	36922	157202
1902	36940	157174
1903	36959	157156
1904	36979	157140
1905	36998	157115
1906	37017	157097
1907	37036	157076
1908	37057	157064
1909	37077	157047
1910	37097	157028
1911	37116	157008
1912	37136	156988
1913	37155	156969
1914	37176	156957
1915	37196	156937
1916	37215	156918
1917	37232	156887
1918	37253	156874
1919	37272	156855
1920	37293	156841
1921	37310	156814
1922	37329	156792
1923	37348	156769
1924	37368	156752
1925	37389	156742
1926	37410	156726
1927	37428	156701
1928	37447	156680
1929	37466	156658
1930	37484	156633
1931	37501	156606
1932	37523	156595
1933	37541	156571
1934	37561	156555
1935	37579	156529
1936	37598	156508
1937	37618	156490
1938	37636	156467
1939	37654	156440
1940	37672	156417
1941	37690	156390
1942	37708	156366
1943	37728	156349
1944	37747	156325
1945	37766	156307
1946	37787	156293
1947	37807	156274
1948	37824	156247
1949	37844	156228
1950	37862	156204
1951	37881	156183
1952	37901	156164
1953	37920	156145
1954	37939	156124
1955	37957	156098
1956	37976	156076
1957	37995	156056
1958	38016	156045
1959	38036	156026
1960	38053	155998
1961	38077	155997
1962	38096	155977
1963	38114	155951
1964	38135	155936
1965	38153	155914
1966	38172	155892
1967	38192	155873
1968	38210	155849
1969	38228	155824
1970	38248	155808
1971	38266	155783
1972	38285	155761
1973	38304	155741
1974	38322	155714
1975	38341	155696
1976	38361	155677
1977	38380	155656
1978	38399	155635
1979	38419	155617
1980	38438	155596
1981	38458	155579
1982	38477	155558
1983	38498	155547
1984	38518	155527
1985	38535	155502
1986	38555	155481
1987	38572	155456
1988	38592	155437
1989	38612	155420
1990	38633	155405
1991	38650	155379
1992	38668	155353
1993	38688	155337
1994	38706	155311
1995	38725	155290
1996	38744	155269
1997	38762	155243
1998	38779	155216
1999	38800	155202
2000	38829	155221
2001	38849	155201
2002	38867	155177
2003	38885	155155
2004	38905	155138
2005	38925	155118
2006	38948	155116
2007	38969	155101
2008	38989	155083
2009	39010	155073
2010	39032	155061
2011	39052	155044
2012	39072	155028
2013	39095	155021
2014	39115	155004
2015	39135	154988
2016	39153	154965
2017	39175	154953
2018	39194	154935
2019	39215	154921
2020	39235	154903
2021	39252	154873
2022	39270	154848
2023	39290	154830
2024	39309	154809
2025	39328	154788
2026	39348	154771
2027	39366	154749
2028	39386	154730
2029	39406	154715
2030	39426	154696
2031	39446	154678
2032	39463	154652
2033	39482	154628
2034	39501	154610
2035	39523	154598
2036	39541	154575
2037	39561	154559
2038	39579	154532
2039	39599	154514
2040	39618	154492
2041	39636	154471
2042	39655	154450
2043	39675	154431
2044	39695	154415
2045	39714	154391
2046	39732	154369
2047	39751	154349
2048	39769	154323
2049	39789	154304
2050	39808	154283
2051	39826	154260
2052	39844	154236
2053	39865	154219
2054	39884	154201
2055	39903	154178
2056	39922	154157
2057	39943	154143
2058	39962	154126
2059	39982	154107
2060	40001	154088
2061	40020	154064
2062	40038	154039
2063	40057	154018
2064	40075	153995
2065	40093	153968
2066	40111	153945
2067	40130	153924
2068	40148	153900
2069	40168	153883
2070	40187	153862
2071	40207	153843
2072	40227	153828
2073	40247	153809
2074	40266	153787
2075	40285	153768
2076	40304	153748
2077	40324	153728
2078	40341	153702
2079	40360	153681
2080	40378	153656
2081	40397	153633
2082	40416	153613
2083	40435	153592
2084	40455	153576
2085	40475	153558
2086	40495	153540
2087	40513	153515
2088	40533	153497
2089	40551	153476
2090	40571	153455
2091	40589	153434
2092	40609	153415
2093	40629	153397
2094	40649	153382
2095	40668	153361
2096	40687	153339
2097	40706	153318
2098	40723	153290
2099	40742	153268
2100	40771	153286
2101	40790	153264
2102	40810	153246
2103	40829	153226
2104	40848	153205
2105	40866	153179
2106	40885	153160
2107	40905	153142
2108	40923	153117
2109	40943	153101
2110	40963	153084
2111	40980	153055
2112	41000	153038
2113	41019	153017
2114	41040	153003
2115	41058	152980
2116	41078	152962
2117	41098	152945
2118	41117	152925
2119	41137	152905
2120	41155	152882
2121	41174	152860
2122	41194	152845
2123	41214	152825
2124	41233	152806
2125	41252	152784
2126	41269	152755
2127	41289	152738
2128	41309	152721
2129	41328	152700
2130	41347	152680
2131	41369	152670
2132	41390	152656
2133	41409	152637
2134	41429	152618
2135	41449	152601
2136	41467	152578
2137	41486	152558
2138	41505	152534
2139	41522	152506
2140	41541	152487
2141	41560	152466
2142	41579	152444
2143	41598	152423
2144	41618	152407
2145	41637	152386
2146	41657	152369
2147	41677	152350
2148	41695	152328
2149	41715	152311
2150	41733	152286
2151	41752	152262
2152	41771	152245
2153	41790	152221
2154	41810	152204
2155	41828	152181
2156	41847	152160
2157	41866	152140
2158	41886	152123
2159	41905	152101
2160	41923	152077
2161	41942	152056
2162	41962	152039
2163	41981	152017
2164	42001	152000
2165	42021	151983
2166	42041	151965
2167	42060	151945
2168	42079	151923
2169	42098	151904
2170	42116	151880
2171	42135	151857
2172	42151	151827
2173	42172	151812
2174	42191	151790
2175	42210	151771
2176	42230	151755
2177	42248	151730
2178	42268	151713
2179	42288	151695
2180	42307	151674
2181	42326	151654
2182	42346	151635
2183	42366	151619
2184	42386	151601
2185	42407	151586
2186	42424	151561
2187	42441	151534
2188	42459	151508
2189	42478	151487
2190	42497	151466
2191	42516	151444
2192	42536	151428
2193	42555	151407
2194	42573	151383
2195	42592	151363
2196	42613	151349
2197	42632	151328
2198	42656	151323
2199	42676	151307
2200	42706	151325
2201	42725	151304
2202	42745	151285
2203	42763	151261
2204	42782	151242
2205	42802	151224
2206	42820	151199
2207	42839	151180
2208	42860	151166
2209	42880	151148
2210	42899	151128
2211	42919	151112
2212	42939	151092
2213	42958	151074
2214	42978	151054
2215	42997	151034
2216	43015	151011
2217	43035	150991
2218	43054	150972
2219	43074	150955
2220	43094	150935
2221	43111	150911
2222	43130	150890
2223	43150	150872
2224	43171	150856
2225	43190	150835
2226	43208	150814
2227	43227	150791
2228	43248	150778
2229	43268	150761
2230	43288	150742
2231	43307	150722
2232	43326	150703
2233	43345	150680
2234	43364	150660
2235	43384	150641
2236	43403	150622
2237	43423	150604
2238	43442	150583
2239	43459	150557
2240	43478	150535
2241	43496	150511
2242	43514	150486
2243	43535	150471
2244	43554	150451
2245	43572	150426
2246	43591	150408
2247	43611	150390
2248	43631	150371
2249	43651	150353
2250	43668	150328
2251	43687	150307
2252	43705	150283
2253	43725	150265
2254	43744	150243
2255	43761	150217
2256	43780	150197
2257	43799	150174
2258	43817	150151
2259	43837	150135
2260	43857	150117
2261	43877	150098
2262	43897	150080
2263	43916	150061
2264	43934	150036
2265	43954	150017
2266	43973	149997
2267	43992	149978
2268	44011	149955
2269	44027	149927
2270	44046	149905
2271	44066	149886
2272	44084	149865
2273	44103	149844
2274	44124	149828
2275	44142	149806
2276	44159	149778
2277	44179	149761
2278	44199	149741
2279	44217	149718
2280	44235	149695
2281	44253	149670
2282	44274	149655
2283	44291	149629
2284	44311	149610
2285	44329	149586
2286	44347	149563
2287	44367	149544
2288	44386	149525
2289	44406	149506
2290	44427	149492
2291	44446	149474
2292	44467	149458
2293	44487	149441
2294	44506	149420
2295	44526	149404
2296	44545	149384
2297	44564	149363
2298	44586	149350
2299	44606	149333
2300	44636	149349
2301	44655	149328
2302	44674	149308
2303	44692	149287
2304	44710	149262
2305	44729	149241
2306	44749	149222
2307	44768	149202
2308	44789	149186
2309	44807	149163
2310	44825	149139
2311	44843	149116
2312	44861	149092
2313	44881	149073
2314	44901	149056
2315	44919	149033
2316	44939	149014
2317	44959	148997
2318	44978	148979
2319	44998	148961
2320	45018	148944
2321	45037	148923
2322	45057	148903
2323	45076	148884
2324	45095	148862
2325	45114	148841
2326	45133	148821
2327	45152	148800
2328	45170	148779
2329	45191	148764
2330	45211	148745
2331	45230	148725
2332	45248	148702
2333	45267	148680
2334	45286	148660
2335	45305	148638
2336	45322	148613
2337	45343	148596
2338	45363	148579
2339	45382	148559
2340	45402	148541
2341	45420	148518
2342	45440	148499
2343	45459	148479
2344	45477	148455
2345	45498	148442
2346	45517	148422
2347	45539	148409
2348	45558	148390
2349	45577	148368
2350	45596	148347
2351	45614	148324
2352	45636	148313
2353	45653	148287
2354	45674	148271
2355	45693	148251
2356	45710	148224
2357	45728	148201
2358	45747	148180
2359	45766	148160
2360	45785	148139
2361	45805	148119
2362	45824	148102
2363	45844	148082
2364	45863	148063
2365	45882	148041
2366	45900	148016
2367	45917	147990
2368	45937	147973
2369	45954	147947
2370	45974	147928
2371	45993	147909
2372	46013	147891
2373	46033	147873
2374	46052	147851
2375	46071	147832
2376	46090	147810
2377	46109	147792
2378	46128	147770
2379	46148	147751
2380	46167	147730
2381	46185	147707
2382	46203	147685
2383	46223	147666
2384	46242	147647
2385	46261	147626
2386	46280	147605
2387	46300	147587
2388	46318	147565
2389	46335	147537
2390	46354	147517
2391	46372	147493
2392	46390	147468
2393	46410	147451
2394	46430	147433
2395	46448	147410
2396	46468	147391
2397	46485	147366
2398	46505	147346
2399	46523	147324
2400	46554	147340
2401	46573	147322
2402	46591	147298
2403	46611	147280
2404	46629	147257
2405	46648	147237
2406	46667	147215
2407	46686	147195
2408	46705	147173
2409	46724	147151
2410	46742	147129
2411	46760	147104
2412	46779	147085
2413	46798	147065
2414	46819	147049
2415	46838	147029
2416	46857	147009
2417	46877	146989
2418	46895	146966
2419	46915	146949
2420	46933	146925
2421	46952	146904
2422	46970	146881
2423	46988	146859
2424	47009	146844
2425	47028	146823
2426	47047	146801
2427	47065	146779
2428	47082	146751
2429	47100	146728
2430	47118	146705
2431	47138	146687
2432	47156	146665
2433	47175	146642
2434	47193	146619
2435	47211	146597
2436	47229	146572
2437	47248	146552
2438	47268	146532
2439	47288	146517
2440	47307	146494
2441	47324	146469
2442	47342	146445
2443	47365	146436
2444	47384	146417
2445	47403	146395
2446	47419	146368
2447	47437	146344
2448	47457	146327
2449	47477	146306
2450	47496	146286
2451	47514	146262
2452	47534	146245
2453	47551	146221
2454	47570	146199
2455	47591	146184
2456	47609	146160
2457	47626	146134
2458	47643	146108
2459	47662	146088
2460	47681	146067
2461	47700	146046
2462	47719	146026
2463	47737	146001
2464	47756	145982
2465	47775	145961
2466	47793	145938
2467	47814	145922
2468	47832	145900
2469	47851	145878
2470	47870	145859
2471	47888	145834
2472	47905	145807
2473	47922	145782
2474	47940	145759
2475	47960	145741
2476	47978	145718
2477	47996	145693
2478	48015	145674
2479	48035	145655
2480	48055	145637
2481	48073	145614
2482	48092	145595
2483	48111	145573
2484	48130	145553
2485	48149	145532
2486	48167	145509
2487	48185	145484
2488	48203	145463
2489	48222	145441
2490	48240	145420
2491	48260	145400
2492	48279	145382
2493	48296	145354
2494	48314	145332
2495	48333	145310
2496	48350	145284
2497	48367	145258
2498	48385	145234
2499	48405	145216
2500	48433	145222
2501	48452	145202
2502	48470	145177
2503	48488	145156
2504	48507	145134
2505	48527	145116
2506	48545	145093
2507	48563	145071
2508	48583	145054
2509	48603	145036
2510	48622	145016
2511	48642	144997
2512	48661	144976
2513	48681	144959
2514	48701	144943
2515	48721	144925
2516	48741	144907
2517	48760	144887
2518	48778	144863
2519	48796	144839
2520	48815	144820
2521	48834	144800
2522	48854	144782
2523	48873	144761
2524	48892	144741
2525	48912	144722
2526	48930	144699
2527	48949	144680
2528	48966	144652
2529	48983	144627
2530	49003	144608
2531	49022	144587
2532	49040	144565
2533	49058	144543
2534	49077	144523
2535	49096	144500
2536	49114	144478
2537	49132	144454
2538	49151	144433
2539	49168	144408
2540	49187	144389
2541	49206	144368
2542	49226	144349
2543	49243	144324
2544	49262	144303
2545	49278	144275
2546	49297	144253
2547	49316	144233
2548	49336	144214
2549	49354	144192
2550	49372	144169
2551	49389	144144
2552	49408	144123
2553	49425	144096
2554	49445	144078
2555	49465	144060
2556	49483	144039
2557	49501	144014
2558	49521	143997
2559	49538	143972
2560	49557	143950
2561	49576	143929
2562	49594	143906
2563	49611	143882
2564	49630	143860
2565	49648	143838
2566	49667	143817
2567	49687	143798
2568	49705	143775
2569	49722	143751
2570	49741	143730
2571	49760	143708
2572	49776	143681
2573	49796	143662
2574	49813	143638
2575	49831	143613
2576	49851	143594
2577	49868	143569
2578	49886	143547
2579	49904	143523
2580	49923	143503
2581	49941	143479
2582	49961	143461
2583	49978	143437
2584	49995	143411
2585	50013	143388
2586	50031	143365
2587	50051	143346
2588	50070	143325
2589	50088	143302
2590	50107	143281
2591	50125	143258
2592	50142	143235
2593	50162	143215
2594	50182	143199
2595	50201	143178
2596	50220	143159
2597	50240	143139
2598	50258	143117
2599	50278	143098
2600	50305	143103
2601	50324	143081
2602	50343	143061
2603	50360	143034
2604	50379	143015
2605	50396	142991
2606	50416	142971
2607	50434	142948
2608	50453	142929
2609	50474	142913
2610	50491	142888
2611	50510	142868
2612	50527	142842
2613	50546	142820
2614	50563	142796
2615	50582	142776
2616	50599	142750
2617	50617	142726
2618	50634	142702
2619	50654	142683
2620	50672	142660
2621	50690	142637
2622	50710	142618
2623	50728	142597
2624	50748	142579
2625	50768	142562
2626	50787	142540
2627	50805	142517
2628	50824	142497
2629	50843	142476
2630	50861	142455
2631	50878	142427
2632	50897	142407
2633	50916	142388
2634	50935	142367
2635	50953	142345
2636	50971	142323
2637	50990	142302
2638	51008	142279
2639	51026	142254
2640	51043	142229
2641	51063	142211
2642	51082	142191
2643	51099	142165
2644	51117	142144
2645	51137	142125
2646	51156	142105
2647	51175	142085
2648	51193	142061
2649	51210	142037
2650	51228	142014
2651	51248	141997
2652	51268	141978
2653	51285	141954
2654	51303	141929
2655	51321	141906
2656	51339	141883
2657	51358	141864
2658	51377	141842
2659	51394	141817
2660	51414	141799
2661	51433	141780
2662	51452	141760
2663	51469	141734
2664	51486	141709
2665	51505	141689
2666	51525	141670
2667	51543	141648
2668	51562	141628
2669	51580	141603
2670	51598	141582
2671	51617	141560
2672	51635	141538
2673	51655	141520
2674	51673	141499
2675	51692	141477
2676	51709	141453
2677	51729	141435
2678	51748	141416
2679	51766	141392
2680	51784	141368
2681	51802	141347
2682	51820	141322
2683	51839	141302
2684	51856	141278
2685	51875	141256
2686	51894	141236
2687	51913	141215
2688	51930	141191
2689	51949	141170
2690	51968	141151
2691	51986	141128
2692	52004	141106
2693	52022	141082
2694	52041	141062
2695	52059	141040
2696	52078	141020
2697	52096	140996
2698	52117	140981
2699	52136	140960
2700	52164	140965
2701	52183	140946
2702	52202	140924
2703	52221	140904
2704	52238	140880
2705	52256	140857
2706	52275	140836
2707	52295	140818
2708	52312	140794
2709	52329	140768
2710	52348	140749
2711	52367	140727
2712	52385	140704
2713	52404	140685
2714	52423	140665
2715	52441	140641
2716	52460	140622
2717	52479	140601
2718	52498	140580
2719	52517	140561
2720	52536	140540
2721	52556	140523
2722	52574	140500
2723	52593	140481
2724	52612	140461
2725	52630	140437
2726	52648	140416
2727	52668	140397
2728	52685	140373
2729	52705	140355
2730	52724	140333
2731	52741	140309
2732	52760	140288
2733	52780	140271
2734	52797	140246
2735	52816	140227
2736	52836	140208
2737	52855	140187
2738	52873	140166
2739	52894	140150
2740	52914	140133
2741	52933	140113
2742	52951	140090
2743	52970	140071
2744	52989	140050
2745	53008	140029
2746	53025	140006
2747	53044	139985
2748	53063	139964
2749	53082	139943
2750	53100	139920
2751	53119	139901
2752	53138	139882
2753	53159	139866
2754	53176	139841
2755	53195	139821
2756	53213	139799
2757	53232	139777
2758	53250	139756
2759	53269	139735
2760	53289	139717
2761	53308	139698
2762	53325	139673
2763	53344	139652
2764	53362	139630
2765	53381	139609
2766	53399	139587
2767	53419	139568
2768	53437	139547
2769	53456	139528
2770	53475	139507
2771	53494	139488
2772	53513	139467
2773	53533	139448
2774	53551	139426
2775	53569	139404
2776	53589	139385
2777	53608	139365
2778	53627	139345
2779	53646	139325
2780	53663	139300
2781	53682	139280
2782	53699	139255
2783	53718	139236
2784	53739	139219
2785	53755	139194
2786	53772	139169
2787	53793	139152
2788	53811	139130
2789	53829	139108
2790	53848	139087
2791	53868	139070
2792	53886	139047
2793	53906	139029
2794	53924	139007
2795	53942	138983
2796	53961	138965
2797	53979	138942
2798	53998	138921
2799	54015	138898
2800	54045	138904
2801	54063	138883
2802	54084	138866
2803	54100	138840
2804	54119	138819
2805	54135	138792
2806	54154	138771
2807	54172	138748
2808	54190	138726
2809	54207	138702
2810	54224	138677
2811	54245	138661
2812	54264	138640
2813	54282	138619
2814	54301	138598
2815	54320	138578
2816	54337	138554
2817	54356	138534
2818	54373	138509
2819	54392	138487
2820	54409	138463
2821	54428	138444
2822	54448	138425
2823	54468	138407
2824	54490	138396
2825	54510	138377
2826	54527	138354
2827	54546	138334
2828	54566	138315
2829	54585	138294
2830	54604	138276
2831	54622	138254
2832	54641	138233
2833	54659	138211
2834	54679	138192
2835	54698	138174
2836	54716	138151
2837	54736	138133
2838	54755	138113
2839	54773	138089
2840	54791	138068
2841	54810	138048
2842	54829	138027
2843	54846	138004
2844	54864	137981
2845	54882	137957
2846	54899	137932
2847	54918	137913
2848	54937	137893
2849	54956	137873
2850	54975	137853
2851	54992	137828
2852	55013	137812
2853	55030	137789
2854	55050	137771
2855	55068	137749
2856	55088	137731
2857	55108	137713
2858	55126	137689
2859	55144	137668
2860	55164	137651
2861	55183	137631
2862	55203	137612
2863	55221	137591
2864	55240	137571
2865	55259	137551
2866	55277	137529
2867	55296	137509
2868	55316	137490
2869	55335	137471
2870	55355	137452
2871	55374	137433
2872	55394	137415
2873	55414	137397
2874	55433	137378
2875	55451	137356
2876	55471	137339
2877	55488	137314
2878	55507	137294
2879	55525	137271
2880	55542	137245
2881	55560	137224
2882	55579	137203
2883	55597	137182
2884	55616	137160
2885	55634	137138
2886	55651	137115
2887	55670	137093
2888	55688	137072
2889	55705	137046
2890	55723	137024
2891	55742	137005
2892	55762	136986
2893	55779	136962
2894	55798	136942
2895	55816	136920
2896	55835	136900
2897	55854	136880
2898	55873	136860
2899	55890	136835
2900	55918	136836
2901	55936	136814
2902	55953	136789
2903	55972	136769
2904	55989	136744
2905	56008	136726
2906	56027	136705
2907	56046	136686
2908	56064	136662
2909	56083	136644
2910	56103	136625
2911	56121	136603
2912	56139	136580
2913	56158	136560
2914	56174	136534
2915	56194	136516
2916	56214	136498
2917	56233	136478
2918	56252	136458
2919	56270	136437
2920	56289	136415
2921	56308	136395
2922	56327	136375
2923	56344	136353
2924	56364	136334
2925	56383	136314
2926	56403	136296
2927	56420	136273
2928	56438	136250
2929	56458	136233
2930	56477	136212
2931	56496	136193
2932	56516	136174
2933	56534	136152
2934	56554	136135
2935	56573	136115
2936	56592	136094
2937	56609	136070
2938	56627	136049
2939	56647	136030
2940	56664	136006
2941	56680	135979
2942	56699	135959
2943	56716	135935
2944	56736	135917
2945	56753	135893
2946	56773	135874
2947	56791	135853
2948	56809	135829
2949	56829	135812
2950	56846	135788
2951	56864	135766
2952	56883	135746
2953	56902	135726
2954	56921	135705
2955	56939	135684
2956	56957	135662
2957	56977	135643
2958	56996	135625
2959	57015	135605
2960	57033	135582
2961	57051	135559
2962	57069	135538
2963	57087	135516
2964	57104	135491
2965	57123	135470
2966	57142	135451
2967	57159	135426
2968	57177	135403
2969	57195	135382
2970	57214	135362
2971	57233	135342
2972	57251	135319
2973	57269	135297
2974	57288	135277
2975	57306	135255
2976	57325	135234
2977	57341	135209
2978	57360	135189
2979	57380	135172
2980	57399	135151
2981	57416	135128
2982	57435	135106
2983	57455	135089
2984	57474	135068
2985	57491	135045
2986	57510	135025
2987	57528	135003
2988	57546	134981
2989	57564	134958
2990	57583	134938
2991	57603	134921
2992	57622	134900
2993	57640	134878
2994	57659	134859
2995	57677	134838
2996	57694	134813
2997	57713	134793
2998	57731	134769
2999	57749	134749
3000	57780	134758
3001	57804	134748
3002	57823	134727
3003	57842	134708
3004	57860	134687
3005	57878	134665
3006	57896	134642
3007	57914	134620
3008	57931	134594
3009	57948	134571
3010	57967	134552
3011	57986	134530
3012	58004	134510
3013	58023	134489
3014	58041	134468
3015	58059	134444
3016	58078	134425
3017	58097	134405
3018	58116	134384
3019	58133	134362
3020	58152	134340
3021	58171	134321
3022	58190	134301
3023	58210	134284
3024	58228	134261
3025	58244	134236
3026	58261	134211
3027	58279	134189
3028	58298	134168
3029	58315	134144
3030	58334	134123
3031	58353	134106
3032	58372	134085
3033	58391	134064
3034	58408	134042
3035	58426	134020
3036	58448	134005
3037	58467	133985
3038	58487	133968
3039	58505	133947
3040	58525	133929
3041	58542	133905
3042	58562	133886
3043	58579	133863
3044	58596	133839
3045	58615	133817
3046	58633	133796
3047	58651	133773
3048	58671	133756
3049	58689	133735
3050	58708	133715
3051	58728	133696
3052	58746	133676
3053	58765	133656
3054	58783	133634
3055	58802	133613
3056	58821	133594
3057	58838	133570
3058	58856	133549
3059	58875	133528
3060	58894	133508
3061	58910	133482
3062	58931	133465
3063	58950	133446
3064	58967	133423
3065	58988	133406
3066	59006	133385
3067	59025	133366
3068	59043	133343
3069	59060	133319
3070	59078	133297
3071	59096	133273
3072	59113	133250
3073	59131	133229
3074	59150	133208
3075	59169	133189
3076	59188	133170
3077	59205	133145
3078	59224	133124
3079	59242	133102
3080	59259	133079
3081	59278	133058
3082	59296	133037
3083	59313	133013
3084	59333	132994
3085	59350	132970
3086	59367	132947
3087	59386	132927
3088	59404	132906
3089	59421	132881
3090	59439	132859
3091	59460	132844
3092	59479	132823
3093	59497	132802
3094	59516	132781
3095	59535	132763
3096	59554	132742
3097	59573	132723
3098	59591	132702
3099	59608	132676
3100	59636	132676
3101	59653	132653
3102	59672	132632
3103	59690	132610
3104	59708	132589
3105	59726	132567
3106	59745	132547
3107	59764	132527
3108	59782	132506
3109	59802	132488
3110	59819	132463
3111	59838	132445
3112	59857	132425
3113	59875	132402
3114	59891	132377
3115	59910	132356
3116	59927	132333
3117	59945	132310
3118	59964	132290
3119	59983	132271
3120	60002	132250
3121	60021	132231
3122	60038	132207
3123	60057	132187
3124	60074	132163
3125	60092	132141
3126	60112	132123
3127	60129	132101
3128	60151	132086
3129	60171	132068
3130	60190	132049
3131	60208	132028
3132	60227	132008
3133	60245	131985
3134	60264	131966
3135	60283	131946
3136	60304	131931
3137	60322	131909
3138	60339	131885
3139	60357	131864
3140	60375	131842
3141	60393	131819
3142	60412	131801
3143	60431	131779
3144	60448	131757
3145	60467	131736
3146	60485	131715
3147	60504	131695
3148	60524	131678
3149	60541	131654
3150	60559	131632
3151	60578	131612
3152	60597	131591
3153	60615	131570
3154	60632	131545
3155	60650	131525
3156	60669	131505
3157	60689	131487
3158	60708	131467
3159	60727	131447
3160	60743	131421
3161	60760	131397
3162	60780	131380
3163	60798	131359
3164	60816	131337
3165	60836	131319
3166	60855	131299
3167	60874	131279
3168	60891	131255
3169	60909	131234
3170	60927	131212
3171	60945	131189
3172	60970	131183
3173	60989	131164
3174	61008	131145
3175	61025	131121
3176	61044	131099
3177	61063	131081
3178	61081	131059
3179	61099	131037
3180	61118	131018
3181	61139	131001
3182	61158	130983
3183	61177	130962
3184	61194	130939
3185	61213	130919
3186	61231	130897
3187	61251	130880
3188	61272	130863
3189	61290	130842
3190	61310	130824
3191	61329	130805
3192	61347	130783
3193	61366	130763
3194	61385	130744
3195	61404	130724
3196	61421	130699
3197	61438	130677
3198	61454	130651
3199	61472	130629
3200	61501	130630
3201	61520	130610
3202	61540	130593
3203	61559	130574
3204	61578	130554
3205	61596	130532
3206	61616	130513
3207	61634	130493
3208	61652	130470
3209	61672	130452
3210	61690	130431
3211	61709	130411
3212	61727	130390
3213	61746	130371
3214	61765	130350
3215	61783	130328
3216	61801	130308
3217	61819	130285
3218	61837	130264
